BB_TICKER,EXCH_NAME,City,Country,EXCH_CODE,EXCH_FEED,TIME_ZONE_NUM,TICKER,NAME,ID_EXCH_SYMBOL,ID_BB,ID_BB_PARSEKEY,FEED_CODE,FEED_SOURCE,TICKER_RT,FUT_GEN_MONTH,FUT_TRADING_UNITS,PX_SCALING_FACTOR,FUT_CONT_SIZE,FUT_TICK_SIZE,FUT_TICK_VAL,TRADING_DAY_START_TIME_EOD,TRADING_DAY_END_TIME_EOD,CRNCY,QUOTED_CRNCY,SES_START,SES_END,FUT_TRADING_HRS,SECURITY_TYP2,SECURITY_TYP,FUTURES_CATEGORY,ASSET_CLASS,PRODUCT,EXPOSURE,TRADE,INDEX,ID_RIC,CODE,DISPLAY_NAME,EXCH_ID,TRD_UNITS,LOTSUNITS,OPEN_INT
KAAU6 Comdty,Korea Exchange,Busan,Korea,KFE,XKFE,9,KAAU6,KOREA 10YR BND FU,67,KAA,KAAmY Comdty,KFE,KFE,KAAU6,HMUZ,KRW,1,100000000,0.01,10000,00:00:00,07:15:00,KRW,KRW,00:00:00,07:15:00,01:00-07:15,Future,Financial commodity future,Bond,IR,FUTURE,DERIVATIVE,TRUE,FALSE,67,67c1,#N/A The record could not be found,#N/A The record could not be found,#N/A The record could not be found,#N/A The record could not be found,#N/A The record could not be found
ODF7 Comdty,Bolsa de Mercadorias e Futuros,Sao Paolo,Brazil,BMF,BVMF,-3,ODF7,ONE-DAY BANK DEP,DI1,OD,ODmY Comdty,BMF,BMF,ODF7,FGHJKMNQUVXZ,BRL,1,100000,0.005,1.90411735,13:00:00,22:00:00,BRL,BRL,13:00:00,22:00:00,13:00-20:00 & 20:50-22:00,Future,Financial commodity future,Interest Rate,IR,FUTURE,DERIVATIVE,TRUE,FALSE,DI1,DI1c1,#N/A The record could not be found,#N/A The record could not be found,#N/A The record could not be found,#N/A The record could not be found,#N/A The record could not be found
DON6 Comdty,Mercado Mexicano de Derivados,Mexico City,Mexico,MDX,XEMD,-5,DON6,MEXICAN TIIE,TE28,DO,DOmY Comdty,MEXICO,MDX,DON6,FGHJKMNQUVXZ,MXN,1,100000,0.01,10,14:00:00,21:00:00,MXN,MXN,14:00:00,21:00:00,13:30-20:00,Future,Financial commodity future,Interest Rate,IR,FUTURE,DERIVATIVE,TRUE,FALSE,TE28,TE28c1,Retrieving...,Retrieving...,Retrieving...,Retrieving...,Retrieving...
GMN6 Comdty,Mercado Mexicano de Derivados,Mexico City,Mexico,MDX,XEMD,-5,GMN6,MEXICAN CETES,CE91,GM,GMmY Comdty,MEXICO,MDX,GMN6,FGHJKMNQUVXZ,MXN,1,100000,0.01,2.48,14:00:00,21:00:00,MXN,MXN,14:00:00,21:00:00,13:30-20:00,Future,Financial commodity future,Interest Rate,IR,FUTURE,DERIVATIVE,TRUE,FALSE,CE91,CE91c1,#N/A The record could not be found,#N/A The record could not be found,#N/A The record could not be found,#N/A The record could not be found,#N/A The record could not be found
ECU6 COMB Curncy,Chicago Mercantile Exchange,Chicago,United States of America,CME,XCME,-5,ECU6,EURUSD,6E,EC,ECmY Curncy,CME,cCME,ECU6,HMUZ,EUR,1,125000,0.00005,6.25,23:00:00,22:00:00,USD,USD,23:00:00,22:00:00,23:00-22:00,Future,Currency future,Currency,CU,FUTURE,DERIVATIVE,TRUE,TRUE,6E,6Ec1,#N/A The record could not be found,#N/A The record could not be found,#N/A The record could not be found,#N/A The record could not be found,#N/A The record could not be found
JYU6 COMB Curncy,Chicago Mercantile Exchange,Chicago,United States of America,CME,XCME,-5,JYU6,JPYUSD,6J,JY,JYmY Curncy,CME,cCME,JYU6,HMUZ,JPY,10000,12500000,0.005,6.25,23:00:00,22:00:00,USD,USd,23:00:00,22:00:00,23:00-22:00,Future,Currency future,Currency,CU,FUTURE,DERIVATIVE,TRUE,TRUE,6J,6Jc1,#N/A The record could not be found,#N/A The record could not be found,#N/A The record could not be found,#N/A The record could not be found,#N/A The record could not be found
CDU6 COMB Curncy,Chicago Mercantile Exchange,Chicago,United States of America,CME,XCME,-5,CDU6,CADUSD,6C,CD,CDmY Curncy,CME,cCME,CDU6,HMUZ,CAD,100,100000,0.005,5,23:00:00,22:00:00,USD,USd,23:00:00,22:00:00,23:00-22:00,Future,Currency future,Currency,CU,FUTURE,DERIVATIVE,TRUE,TRUE,6C,6Cc1,CORN SEP6       ,CBT,01-Aug, BSH ,508684
BPU6 COMB Curncy,Chicago Mercantile Exchange,Chicago,United States of America,CME,XCME,-5,BPU6,GBPUSD,6B,BP,BPmY Curncy,CME,cCME,BPU6,HMUZ,GBP,100,62500,0.01,6.25,23:00:00,22:00:00,USD,USd,23:00:00,22:00:00,23:00-22:00,Future,Currency future,Currency,CU,FUTURE,DERIVATIVE,TRUE,TRUE,6B,6Bc1,#N/A The record could not be found,#N/A The record could not be found,#N/A The record could not be found,#N/A The record could not be found,#N/A The record could not be found
PEU6 COMB Curncy,Chicago Mercantile Exchange,Chicago,United States of America,CME,XCME,-5,PEU6,MXNUSD,6M,PE,PEmY Curncy,CME,cCME,PEU6,HMUZ,MXN,100,500000,0.001,5,23:00:00,22:00:00,USD,USd,23:00:00,22:00:00,23:00-22:00,Future,Currency future,Currency,CU,FUTURE,DERIVATIVE,TRUE,FALSE,6M,6Mc1,#N/A The record could not be found,#N/A The record could not be found,#N/A The record could not be found,#N/A The record could not be found,#N/A The record could not be found
SFU6 COMB Curncy,Chicago Mercantile Exchange,Chicago,United States of America,CME,XCME,-5,SFU6,CHFUSD,6S,SF,SFmY Curncy,CME,cCME,SFU6,HMUZ,CHF,100,125000,0.01,12.5,23:00:00,22:00:00,USD,USd,23:00:00,22:00:00,23:00-22:00,Future,Currency future,Currency,CU,FUTURE,DERIVATIVE,TRUE,TRUE,6S,6Sc1,SOYBEANS AUG6   ,CBT,01-Aug, BSH ,98840
ADU6 COMB Curncy,Chicago Mercantile Exchange,Chicago,United States of America,CME,XCME,-5,ADU6,AUDUSD,6A,AD,ADmY Curncy,CME,cCME,ADU6,HMUZ,AUD,100,100000,0.01,10,23:00:00,22:00:00,USD,USd,23:00:00,22:00:00,23:00-22:00,Future,Currency future,Currency,CU,FUTURE,DERIVATIVE,TRUE,TRUE,6A,6Ac1,#N/A The record could not be found,#N/A The record could not be found,#N/A The record could not be found,#N/A The record could not be found,#N/A The record could not be found
DSN6 Curncy,Mercado Mexicano de Derivados,Mexico City,Mexico,MDX,XEMD,-5,DSN6,US DOLLAR / MXN,DA18,DS,DSmY Curncy,MEXICO,MDX,DSN6,FGHJKMNQUVXZ,$,1,10000,0.0001,1,14:00:00,21:00:00,MXN,MXN,14:00:00,21:00:00,13:30-20:00,Future,Currency future,Currency,CU,FUTURE,DERIVATIVE,TRUE,FALSE,DA18,DA18c1,#N/A The record could not be found,#N/A The record could not be found,#N/A The record could not be found,#N/A The record could not be found,#N/A The record could not be found
GDV6 Curncy,Bolsa de Mercadorias e Futuros,Sao Paolo,Brazil,BMF,BVMF,-3,GDV6,FRA CUPOM CAMBIAL,FRC,GD,GDmY Curncy,BMF,BMF,GDV6,FGHJKMNQUVXZ,$,1,50000,0.01,0.5,13:00:00,22:00:00,BRL,BRL,13:00:00,22:00:00,13:00-20:00 & 21:15-22:00,Future,Currency future,Interest Rate,CU,FUTURE,DERIVATIVE,TRUE,FALSE,FRC,FRCc1,BMF FRA FRC SE/d,BMF,2DP , USD ,0
UCQ6 Curncy,Bolsa de Mercadorias e Futuros,Sao Paolo,Brazil,BMF,BVMF,-3,UCQ6,BMF US DOLLAR,DOL,UC,UCmY Curncy,BMF,BMF,UCQ6,FGHJKMNQUVXZ,USD,1,50000,0.5,25,12:55:00,22:00:00,BRL,BRL,12:55:00,22:00:00,13:00-22:00,Future,Currency future,Currency,CU,FUTURE,DERIVATIVE,TRUE,FALSE,DOL,DOLc1,BMF USDBRL AUG/d,BMF,3DP , USD ,549770
NVA Curncy,Chicago Mercantile Exchange,Chicago,United States of America,CME,XCME,-5,NVU6,NZDUSD,6N,NV,NVmY Curncy,CME,cCME,NVU6,HMUZ,NZD,100,100000,0.01,10,23:00:00,22:00:00,USD,USd,23:00:00,22:00:00,23:00-22:00,Future,Currency future,Currency,CU,FUTURE,DERIVATIVE,TRUE,TRUE,6N,6Nc1,#N/A The record could not be found,#N/A The record could not be found,#N/A The record could not be found,#N/A The record could not be found,#N/A The record could not be found
SEA Curncy,Chicago Mercantile Exchange,Chicago,United States of America,CME,XCME,-5,SEU6,SEKUSD,SEK,SE,SEmY Curncy,CME,eCME,SEU6,HMUZ,SEK,100,2000000,0.001,20,23:00:00,22:00:00,USD,USd,23:00:00,22:00:00,23:00-22:00,Future,Currency future,Currency,CU,FUTURE,DERIVATIVE,TRUE,TRUE,SEK,SEKc1,Retrieving...,Retrieving...,Retrieving...,Retrieving...,Retrieving...
NOA Curncy,Chicago Mercantile Exchange,Chicago,United States of America,CME,XCME,-5,NOU6,NOKUSD,NOK,NO,NOmY Curncy,CME,eCME,NOU6,HMUZ,NOK,100,2000000,0.001,20,23:00:00,22:00:00,USD,USd,23:00:00,22:00:00,23:00-22:00,Future,Currency future,Currency,CU,FUTURE,DERIVATIVE,TRUE,TRUE,NOK,NOKc1,#N/A Access Denied: User req to IDN for Exch - NYM,#N/A Access Denied: User req to IDN for Exch - NYM,#N/A Access Denied: User req to IDN for Exch - NYM,#N/A Access Denied: User req to IDN for Exch - NYM,#N/A Access Denied: User req to IDN for Exch - NYM
RAA Curncy,Chicago Mercantile Exchange,Chicago,United States of America,CME,XCME,-5,RAU6,ZARUSD,6Z,RA,RAmY Curncy,CME,cCME,RAU6,FGHJKMNQUVXZ,ZAR,100,500000,0.0025,12.5,23:00:00,22:00:00,USD,USd,23:00:00,22:00:00,23:00-22:00,Future,Currency future,Currency,CU,FUTURE,DERIVATIVE,TRUE,TRUE,6Z,6Zc1,#N/A The record could not be found,#N/A The record could not be found,#N/A The record could not be found,#N/A The record could not be found,#N/A The record could not be found
RYA Curncy,Chicago Mercantile Exchange,Chicago,United States of America,CME,XCME,-5,RYU6,EURJPY,RY,RY,RYmY Curncy,CME,eCME,RYU6,HMUZ,EUR,1,125000,0.01,1250,23:00:00,22:00:00,JPY,JPY,23:00:00,22:00:00,23:00-22:00,Future,Currency future,Cross Currency,CU,FUTURE,DERIVATIVE,TRUE,TRUE,RY,RYc1,Retrieving...,Retrieving...,Retrieving...,Retrieving...,Retrieving...
RPA Curncy,Chicago Mercantile Exchange,Chicago,United States of America,CME,XCME,-5,RPU6,EURGBP,RP,RP,RPmY Curncy,CME,cCME,RPU6,HMUZ,EUR,1,125000,0.00005,6.25,23:00:00,22:00:00,GBP,GBP,23:00:00,22:00:00,23:00-22:00,Future,Currency future,Cross Currency,CU,FUTURE,DERIVATIVE,TRUE,TRUE,RP,RPc1,Retrieving...,Retrieving...,Retrieving...,Retrieving...,Retrieving...
RFA Curncy,Chicago Mercantile Exchange,Chicago,United States of America,CME,XCME,-5,RFU6,EURCHF,RF,RF,RFmY Curncy,CME,eCME,RFU6,HMUZ,EUR,1,125000,0.0001,12.5,23:00:00,22:00:00,CHF,CHF,23:00:00,22:00:00,23:00-22:00,Future,Currency future,Cross Currency,CU,FUTURE,DERIVATIVE,TRUE,TRUE,RF,RFc1,Retrieving...,Retrieving...,Retrieving...,Retrieving...,Retrieving...
GC1 Comdty,"Commodity Exchange, Inc.",New York,United States of America,CMX,XCEC,-4,GC1,GOLD,GC,GC,GCmY Comdty,NYMEX,cCMX,GCQ6,GJMQVZ,troy oz.,1,100,0.1,10,23:00:00,22:00:00,USD,USD,23:00:00,22:00:00,23:00-22:00,Future,Financial commodity generic,Precious Metal,CO,FUTURE,DERIVATIVE,TRUE,TRUE,GC,GCc1,100 OZ GOLD JU/d,CMX,1DP , OZS ,76
HGQ6 Comdty,"Commodity Exchange, Inc.",New York,United States of America,CMX,XCEC,-4,HGQ6,COPPER,HG,HG,HGmY Comdty,NYMEX,cCMX,HGQ6,HKNUZ,lbs.,100,25000,0.05,12.5,23:00:00,22:00:00,USD,USd,23:00:00,22:00:00,23:00-22:00,Future,Physical commodity future,Base Metal,CO,FUTURE,DERIVATIVE,TRUE,TRUE,HG,HGc1,HG COPPER JUL6/d,CMX,4DP , LBS ,1420
PAU6 Comdty,New York Mercantile Exchange,New York,United States of America,NYM,XNYM,-4,PAU6,PALLADIUM,PA,PA,PAmY Comdty,NYMEX,cNYM,PAU6,HMUZ,troy oz.,1,100,0.05,5,23:00:00,22:00:00,USD,USD,23:00:00,22:00:00,23:00-22:00,Future,Physical commodity future,Precious Metal,CO,FUTURE,DERIVATIVE,TRUE,TRUE,PA,PAc1,Retrieving...,Retrieving...,Retrieving...,Retrieving...,Retrieving...
PLA Comdty,New York Mercantile Exchange,New York,United States of America,NYM,XNYM,-4,PLV6,PLATINUM,PL,PL,PLmY Comdty,NYMEX,cNYM,PLV6,FJNV,Troy Ounces,1,50,0.1,5,23:00:00,22:00:00,USD,USD,23:00:00,22:00:00,23:00-22:00,Future,Physical commodity future,Precious Metal,CO,FUTURE,DERIVATIVE,TRUE,TRUE,PL,PLc1,Retrieving...,Retrieving...,Retrieving...,Retrieving...,Retrieving...
SIU6 Comdty,"Commodity Exchange, Inc.",New York,United States of America,CMX,XCEC,-4,SIU6,SILVER,SI,SI,SImY Comdty,NYMEX,cCMX,SIU6,HKNUZ,troy oz.,1,5000,0.005,25,23:00:00,22:00:00,USD,USD,23:00:00,22:00:00,23:00-22:00,Future,Physical commodity future,Precious Metal,CO,FUTURE,DERIVATIVE,TRUE,TRUE,SI,SIc1,Retrieving...,Retrieving...,Retrieving...,Retrieving...,Retrieving...
QSA Comdty,ICE Futures Europe Commodities,London,United Kingdom,ICE,IFEU,1,QSQ6,"GASOIL, LOW SULPHUR G",G,QS,QSmY Comdty,ICE EUR,ICE,QSQ6,FGHJKMNQUVXZ,tonnes,1,100,0.25,25,01:00:00,23:00:00,USD,USD,01:00:00,23:00:00,01:00-23:00,Future,Physical commodity future,Refined Products,CO,FUTURE,DERIVATIVE,TRUE,TRUE,G,Gc1,SHORT GILT SEP6,LIF,2DP , GBP ,2107
CLA Comdty,New York Mercantile Exchange,New York,United States of America,NYM,XNYM,-4,CLQ6,"CRUDE OIL, WTI",CL,CL,CLmY Comdty,NYMEX,cNYM,CLQ6,FGHJKMNQUVXZ,Barrels,1,1000,0.01,10,23:00:00,22:00:00,USD,USD,23:00:00,22:00:00,23:00-22:00,Future,Physical commodity future,Crude Oil,CO,FUTURE,DERIVATIVE,TRUE,TRUE,CL,CLc1,LIGHT CRUDE AU/d,NYM,2DP , BBL ,83422
HOA Comdty,New York Mercantile Exchange,New York,United States of America,NYM,XNYM,-4,HOQ6,NY HARB ULSD,HO,HO,HOmY Comdty,NYMEX,cNYM,HOQ6,FGHJKMNQUVXZ,U.S. Gallons,100,42000,0.01,4.2,23:00:00,22:00:00,USD,USd,23:00:00,22:00:00,23:00-22:00,Future,Physical commodity future,Refined Products,CO,FUTURE,DERIVATIVE,TRUE,TRUE,HO,HOc1,NY H ULSD AUG6/d,NYM,4DP ,U GAL,55329
NGA Comdty,New York Mercantile Exchange,New York,United States of America,NYM,XNYM,-4,NGQ6,NATURAL GAS,NG,NG,NGmY Comdty,NYMEX,cNYM,NGQ6,FGHJKMNQUVXZ,MMBtu,1,10000,0.001,10,23:00:00,22:00:00,USD,USD,23:00:00,22:00:00,23:00-22:00,Future,Physical commodity future,Natural Gas,CO,FUTURE,DERIVATIVE,TRUE,TRUE,NG,NGc1,NAT GAS AUG16/d,NYM,3DP ,MMBTU,102753
XBA Comdty,New York Mercantile Exchange,New York,United States of America,NYM,XNYM,-4,XBQ6,GASOLINE RBOB,RB,XB,XBmY Comdty,NYMEX,cNYM,XBQ6,FGHJKMNQUVXZ,U.S. Gallons,100,42000,0.01,4.2,23:00:00,22:00:00,USD,USd,23:00:00,22:00:00,23:00-22:00,Future,Physical commodity future,Refined Products,CO,FUTURE,DERIVATIVE,TRUE,TRUE,RB,RBc1,Retrieving...,Retrieving...,Retrieving...,Retrieving...,62327
CKCA Comdty,Dalian Commodity Exchange,Dalian,China,DCE,XDCE,8,CKCU6,COKING COALUR,jm,CKC,CKCmY Comdty,DALIAN,cDCE,CKCU6,FGHJKMNQUVXZ,MetricTonnes,1,60,0.5,30,14:00:00,09:00:00,CNY,CNY,14:00:00,09:00:00,14:00-16:30 & 02:00-08:00,Future,Physical commodity future,Coal,CO,FUTURE,DERIVATIVE,TRUE,FALSE,jm,jmc1,#N/A The record could not be found,#N/A The record could not be found,#N/A The record could not be found,#N/A The record could not be found,#N/A The record could not be found
JEA Comdty,Tokyo Commodity Exchange,Tokyo,Japan,TCM,XTKT,9,JEZ6,"BEANS, RED ADUKI",204,JE,JEmY Comdty,TOKYO,cTCM,JEZ6,FGHJKMNQUVXZ,(30kg) bags,1,80,10,800,08:30:00,07:20:00,JPY,JPY,08:30:00,07:20:00,08:30-20:00 & 01:00-07:15,Future,Physical commodity future,Foodstuff,CO,FUTURE,DERIVATIVE,TRUE,TRUE,JRB,JRBc1,RED BEANS JUL6/d,TCE,INT , KG30,162
KCU6 Comdty,ICE Futures US Softs,New York,United States of America,NYB,IFUS,-4,KCU6,COFFEE 'C' ARABICA,KC,KCU6,KCmY Index,ICE US,eNYB,KCU6,HKNUZ,lbs.,1,37500,0.05,18.75,09:15:00,18:30:00,USD,USd,09:15:00,18:30:00,09:15-18:30,Future,Physical index future,Equity Index,CO,FUTURE,DERIVATIVE,TRUE,TRUE,ICF,ICFc1,BMF COFFEE JUL/d,BMF,2DP , KG60,1
AXU6 Comdty,Bolsa de Mercadorias e Futuros,Sao Paolo,Brazil,BMF,BVMF,-3,AXU6,INT'L ARABICA COF,ICF,AX,AXmY Comdty,BMF,BMF,AXU6,HKNUZ,60 kg. bags,1,100,0.05,5,19:25:00,19:00:00,USD,USD,19:25:00,19:00:00,19:30-22:00 & 13:00-19:00,Future,Physical commodity future,Foodstuff,CO,FUTURE,DERIVATIVE,TRUE,TRUE,ACF,ACFc1,JFX ACF JUL6    ,   ,INT , KG  ,0
C U6 Comdty,Chicago Board of Trade,Chicago,United States of America,CBT,XCBT,-5,C U6,CORN,ZC,C ,C mY Comdty,CBOT,cCBT,C U6,HKNUZ,Bushels,1,5000,0.25,12.5,01:00:00,19:20:00,USD,USd,01:00:00,19:20:00,01:00-19:20,Future,Physical commodity future,Corn,CO,FUTURE,DERIVATIVE,TRUE,TRUE,ZC,ZCc1,Retrieving...,Retrieving...,Retrieving...,Retrieving...,Retrieving...
CTA Comdty,ICE Futures US Softs,New York,United States of America,NYB,IFUS,-4,CTZ6,COTTON NO.2,CT,CT,CTmY Comdty,ICE US,eNYB,CTZ6,HKNVZ,lbs.,1,50000,0.01,5,02:00:00,19:30:00,USD,USd,02:00:00,19:30:00,02:00-19:20,Future,Physical commodity future,Fibers,CO,FUTURE,DERIVATIVE,TRUE,TRUE,CT,CTc1,ICE COT 2 OCT6,   ,2DP , LBS ,168
LHQ6 Comdty,Chicago Mercantile Exchange,Chicago,United States of America,CME,XCME,-5,LHQ6,LEAN HOGS,HE,LH,LHmY Comdty,CME,cCME,LHQ6,GJKMNQVZ,lbs.,1,40000,0.025,10,14:30:00,19:05:00,USD,USd,14:30:00,19:05:00,14:30-19:05,Future,Physical commodity future,Livestock,CO,FUTURE,DERIVATIVE,TRUE,TRUE,HE,HEc1,#N/A The record could not be found,#N/A The record could not be found,#N/A The record could not be found,#N/A The record could not be found,#N/A The record could not be found
LCQ6 Comdty,Chicago Mercantile Exchange,Chicago,United States of America,CME,XCME,-5,LCQ6,LIVE CATTLE,LE,LC,LCmY Comdty,CME,cCME,LCQ6,GJMQVZ,lbs.,1,40000,0.025,10,14:30:00,19:05:00,USD,USd,14:30:00,19:05:00,14:30-19:05,Future,Physical commodity future,Livestock,CO,FUTURE,DERIVATIVE,TRUE,TRUE,LE,LEc1,#N/A The record could not be found,#N/A The record could not be found,#N/A The record could not be found,#N/A The record could not be found,#N/A The record could not be found
LBA Comdty,Chicago Mercantile Exchange,Chicago,United States of America,CME,XCME,-5,LBU6,LUMBER,LBS,LB,LBmY Comdty,CME,cCME,LBU6,FHKNUX,board feet,1,110000,0.1,11,23:00:00,22:00:00,USD,USD,23:00:00,22:00:00,15:00-22:00,Future,Physical commodity future,Industrial Material,CO,FUTURE,DERIVATIVE,TRUE,TRUE,LBS,LBSc1,#N/A The record could not be found,#N/A The record could not be found,#N/A The record could not be found,#N/A The record could not be found,#N/A The record could not be found
O Z6 Comdty,Chicago Board of Trade,Chicago,United States of America,CBT,XCBT,-5,O Z6,OAT,ZO,O ,O mY Comdty,CBOT,cCBT,O Z6,HKNUZ,bushels,1,5000,0.25,12.5,01:00:00,19:20:00,USD,USd,01:00:00,19:20:00,01:00-19:20,Future,Physical commodity future,Other Grain,CO,FUTURE,DERIVATIVE,TRUE,TRUE,ZO,ZOc1,Retrieving...,Retrieving...,Retrieving...,Retrieving...,Retrieving...
DAN6 Comdty,Chicago Mercantile Exchange,Chicago,United States of America,CME,XCME,-5,DAN6,MILK,DC,DA,DAmY Comdty,CME,cCME,DAN6,FGHJKMNQUVXZ,pounds,1,200000,0.01,20,23:00:00,22:00:00,USD,USD,23:00:00,22:00:00,23:00-22:00,Future,Physical commodity future,Foodstuff,CO,FUTURE,DERIVATIVE,TRUE,FALSE,DC,DCc1,#N/A The record could not be found,#N/A The record could not be found,#N/A The record could not be found,#N/A The record could not be found,#N/A The record could not be found
JOA Comdty,ICE Futures US Softs,New York,United States of America,NYB,IFUS,-4,JOU6,FCOJ-A,OJ,JO,JOmY Comdty,ICE US,eNYB,JOU6,FHKNUX,lbs.,1,15000,0.05,7.5,13:00:00,19:00:00,USD,USd,13:00:00,19:00:00,13:00-19:00,Future,Physical commodity future,Foodstuff,CO,FUTURE,DERIVATIVE,TRUE,TRUE,OJ,OJc1,ICE FCOJ-A SEP6,   ,2DP , LBS ,14743
RSA Comdty,ICE Futures Canada,Winnipeg,Canada,WCE,IFCA,-5,RSX6,CANOLA (WCE),RS,RS,RSmY Comdty,ICE CAN,WCE,RSX6,FHKNX,tonnes,1,20,0.1,2,01:00:00,19:20:00,CAD,CAD,01:00:00,19:20:00,01:00-19:20,Future,Physical commodity future,Other Grain,CO,FUTURE,DERIVATIVE,TRUE,TRUE,RS,RSc1,Retrieving...,Retrieving...,Retrieving...,Retrieving...,122105
RRU6 Comdty,Chicago Board of Trade,Chicago,United States of America,CBT,XCBT,-5,RRU6,ROUGH RICE (CBOT),ZR,RR,RRmY Comdty,CBOT,cCBT,RRU6,FHKNUX,CWT,1,2000,0.005,10,01:00:00,19:20:00,USD,USD,01:00:00,19:20:00,01:00-19:20,Future,Physical commodity future,Other Grain,CO,FUTURE,DERIVATIVE,TRUE,TRUE,ZR,ZRc1,Retrieving...,Retrieving...,Retrieving...,Retrieving...,2949
RTA Comdty,Shanghai Futures Exchange,Shanghai,China,SHF,XSGE,8,RTU6,RUBBER (SHFE),ru,RT,RTmY Comdty,Shanghai,cSHF,RTU6,FHJKMNQUVX,MetricTonnes,1,10,5,50,14:00:00,08:00:00,CNY,CNY,14:00:00,08:00:00,14:00-16:00 & 02:00-08:00,Future,Physical commodity future,Industrial Material,CO,FUTURE,DERIVATIVE,TRUE,TRUE,ru,ruc1,Retrieving...,Retrieving...,Retrieving...,Retrieving...,Retrieving...
S A Comdty,Chicago Board of Trade,Chicago,United States of America,CBT,XCBT,-5,S X6,SOYBEAN,ZS,S ,S mY Comdty,CBOT,cCBT,S X6,FHKNQUX,bushels,1,5000,0.25,12.5,01:00:00,19:20:00,USD,USd,01:00:00,19:20:00,01:00-19:20,Future,Physical commodity future,Soy,CO,FUTURE,DERIVATIVE,TRUE,TRUE,ZS,ZSc1,Retrieving...,Retrieving...,Retrieving...,Retrieving...,Retrieving...
SMA Comdty,Chicago Board of Trade,Chicago,United States of America,CBT,XCBT,-5,SMZ6,SOYBEAN MEAL,ZM,SM,SMmY Comdty,CBOT,cCBT,SMZ6,FHKNQUVZ,short tons,1,100,0.1,10,01:00:00,19:20:00,USD,USD,01:00:00,19:20:00,01:00-19:20,Future,Physical commodity future,Soy,CO,FUTURE,DERIVATIVE,TRUE,TRUE,ZM,ZMc1,Retrieving...,Retrieving...,Retrieving...,Retrieving...,Retrieving...
BOA Comdty,Chicago Board of Trade,Chicago,United States of America,CBT,XCBT,-5,BOZ6,SOYBEAN OIL,ZL,BO,BOmY Comdty,CBOT,cCBT,BOZ6,FHKNQUVZ,lbs.,1,60000,0.01,6,01:00:00,19:20:00,USD,USd,01:00:00,19:20:00,01:00-19:20,Future,Physical commodity future,Soy,CO,FUTURE,DERIVATIVE,TRUE,FALSE,ZL,ZLc1,Retrieving...,Retrieving...,Retrieving...,Retrieving...,Retrieving...
SBA Comdty,ICE Futures US Softs,New York,United States of America,NYB,IFUS,-4,SBV6,SUGAR #11 (WORLD),SB,SB,SBmY Comdty,ICE US,eNYB,SBV6,HKNV,lbs.,1,112000,0.01,11.2,08:30:00,18:00:00,USD,USd,08:30:00,18:00:00,08:30-18:00,Future,Physical commodity future,Foodstuff,CO,FUTURE,DERIVATIVE,TRUE,FALSE,SB,SBc1,Retrieving...,Retrieving...,Retrieving...,Retrieving...,446423
W A Comdty,Chicago Board of Trade,Chicago,United States of America,CBT,XCBT,-5,W U6,WHEAT(CBT),ZW,W ,W mY Comdty,CBOT,cCBT,W U6,HKNUZ,Bushels,1,5000,0.25,12.5,01:00:00,19:20:00,USD,USd,01:00:00,19:20:00,01:00-19:20,Future,Physical commodity future,Wheat,CO,FUTURE,DERIVATIVE,TRUE,TRUE,ZW,ZWc1,Retrieving...,Retrieving...,Retrieving...,Retrieving...,Retrieving...
